"i","j","x"
1,7,0.0323226172576769
3,8,0.153369360790978
4,14,-0.013076658216971
9,17,0.124685099518716
4,19,0.0055348245714415
4,20,0.319900617791553
7,20,0.0323616234739048
12,20,-0.0808188376164559
18,20,-0.0309741223997472
7,23,-0.00370694548479095
18,23,0.0427560822236393
20,23,-0.117595342502826
20,25,-0.00328998669662162
11,27,0.0837309176350087
24,29,0.398323190203469
15,30,-0.00436990519774974
18,30,0.11079996950144
23,30,0.000930889427241371
4,32,-0.0044113343204519
14,32,0.0290624942019748
20,32,-0.0254218411377946
24,32,0.133929727651875
3,33,0.0373292257471724
24,34,0.58971053212393
32,34,0.0566581698003688
20,35,-0.108767512246254
20,38,-0.0135393160007662
7,39,0.0178922134391821
20,39,0.0241308300817903
14,40,0.169545778847039
24,40,0.245531529551925
32,40,0.135244158849916
34,40,0.110677140194192
1,41,0.150414369061651
2,41,0.0221939315951359
6,41,0.1639195505397
16,42,0.00216747607467607
1,44,-0.0284092881479308
6,44,-0.0189956687801489
10,44,0.0552456478337043
30,44,0.0385066872465314
20,46,-0.0260512076577355
29,48,0.130951750033701
44,50,0.199255334917594
14,52,0.120315915197184
30,53,0.0172132771417204
51,53,0.0325670363867318
42,54,-0.0113820326904203
21,55,0.0331262163636855
54,56,0.229515297438873
4,57,0.00377218595847792
20,57,0.0356502719472374
32,57,-0.0271837865484673
35,57,-0.0173325261218314
41,57,0.00767163382054814
20,59,0.0412739991042299
30,59,-0.00344505451674412
5,62,0.0547561426652902
15,62,0.216717525799889
20,62,0.0164605137793607
13,63,0.0731563361373909
18,63,0.0313478998284456
30,63,0.00267941346712852
54,63,0.00255977587362688
62,63,-0.0054645295981457
6,65,0.00169240503682302
41,65,0.0069490405416249
10,66,0.191797823405266
17,67,0.0395950216726697
41,67,-0.0819019268466134
54,67,0.0413405851858225
19,69,0.12022425994059
20,69,0.0625003859902945
2,72,0.146402556234892
38,72,0.134287502640318
10,73,0.113380737514725
68,73,0.105473575289176
20,74,-0.00709257365753244
68,74,0.0170566588045839
73,74,0.114615392055271
20,75,-0.0556587052563743
28,77,0.675050169389047
44,77,0.204055595043581
66,77,0.122495176876937
10,79,0.0106505122920403
30,79,0.0603332229383028
53,79,0.171157278493622
68,79,0.0173267484132081
73,79,0.0449143713025265
74,79,0.0225829588326284
3,80,0.0424610620843762
8,80,0.0717579116504839
7,81,0.0368572139418324
22,81,0.128392576120425
52,82,0.0816112600486719
59,83,0.231736853341734
68,83,0.229823964621933
16,86,0.0225935480903141
4,88,0.106753261996326
5,88,0.0697534212949727
12,88,-0.00621532682451054
15,88,0.0557610473575499
20,88,0.334811066800178
23,88,-0.00563882107349623
62,88,0.0938990725796708
64,88,0.0259078645338867
7,89,0.116271372771952
12,89,0.418827791563353
17,90,0.0823769103624089
25,90,0.0239449159795239
42,90,-0.00730390865303188
54,90,0.0508431847115814
63,90,0.0315044229792844
67,90,0.076583017282403
51,91,0.281713363945283
32,92,0.0231360860500709
40,92,0.0924436862542138
44,92,0.288289008687439
16,93,-0.0116548749329443
54,93,0.0364049957058913
56,93,0.16713838865896
63,93,0.0194536203569441
86,93,-0.0109415158613556
90,93,0.0128237462138116
48,95,0.0900795565711618
21,96,0.106260895191828
55,96,0.0452054962954933
74,96,0.0624338027703377
14,97,0.333584831221034
52,97,0.254111540313619
22,98,0.0103657731039689
39,98,0.208222320504642
55,98,0.192508435584234
15,99,0.0279406597088601
78,99,0.0127383587782694
7,100,0.00768016608965236
44,100,-0.0550853951384745
54,100,-0.0327629670670407
3,101,0.113050343142804
8,101,0.0868245698988529
60,101,0.243041455809151
20,102,-0.0299801802635179
31,102,0.181597976482972
57,102,-0.00380401925251822
7,103,0.538454312662144
51,103,0.392403831399337
7,104,0.0132070021858849
44,105,0.114134264721796
50,105,0.0827836832199008
66,105,0.171075434007561
77,105,0.323107489652008
7,107,0.123998112452761
20,107,0.000556487286982543
59,107,0.0166536696961641
68,108,0.126345867911184
74,108,0.0686993535034637
41,109,0.254063865117742
73,109,0.00792539691021527
74,109,0.00999008048825684
79,109,0.0085839589470581
88,109,-0.00513900667500175
107,110,0.423116257373809
31,111,0.146278268567994
44,111,-0.00461974745421651
14,112,0.00485012092415824
52,112,0.143273531319687
82,112,0.294360425603699
97,112,0.128550473212001
29,113,0.0350553183517925
48,113,0.200426551736504
95,113,0.231514338247659
56,114,0.0872216038930899
63,114,0.0280557815240669
67,114,0.015169285439749
93,114,0.127613994603428
35,115,0.0160873894513634
7,116,-0.0206951822224389
9,116,0.0631318057843167
13,116,0.00899470661382631
63,116,0.00570937852867717
90,116,0.000315789793397969
93,116,0.0840131780227663
7,117,0.0216713293920013
2,118,0.014360734759886
4,118,0.0457106913398781
7,118,0.000885782127559603
20,118,0.00921263464149555
32,118,-0.00282025142039347
41,118,0.0297621581315831
53,118,0.222474395860939
57,118,0.268640565845905
102,118,-0.0210946227419221
2,120,0.110934906247059
38,120,0.194803744164974
72,120,0.15694855377746
11,121,0.025669110300781
16,121,0.051486227646078
26,121,0.0325419333068978
27,121,0.0804828897264057
20,122,-0.0910553713242629
57,122,-0.00730812890858012
75,122,0.0160209176026883
118,122,-0.0163431707608196
6,123,0.0433029564567446
23,123,0.351681199342561
39,123,0.00322667718618874
41,123,0.0786930225946484
65,123,0.00186813241774092
76,124,0.100853289688333
90,124,0.0125489817777948
14,125,0.0113494090746385
52,125,0.114648963098939
97,125,0.406460382842489
112,125,0.0124152133660612
82,126,0.0609054691203748
112,126,0.14742521972979
125,126,0.107351349039833
9,127,0.0576327559077322
13,127,0.0191033814737852
116,127,0.00689448245717419
3,128,0.0173272159602038
8,128,0.0939960591222943
80,128,0.0198541428847937
51,129,0.198814210440567
103,129,0.24961668634206
16,130,0.0835563204434125
27,130,0.0872089531171668
35,130,0.452924813216817
42,130,0.0863383302593802
63,130,-0.00870103691753293
51,131,0.00255274206549047
73,131,0.145252837961931
74,131,0.0201270730338003
79,131,0.00184653920052325
109,131,0.0134337753330356
20,132,0.0270858286580213
7,133,0.0548244992553482
57,133,0.018121447400867
118,133,0.0292830317875421
49,134,0.511526353430869
82,134,0.147945463417782
97,134,0.140503866496014
112,134,0.0361936203071177
125,134,0.0597543174592767
126,134,0.165368509053027
93,135,-0.0327655262036254
130,135,0.0160880870888105
16,136,0.0253983281198337
1,137,0.0291028458881517
4,137,0.0306504542431694
7,137,0.12260509717576
12,137,-0.068689840886914
18,137,-0.00134917272787971
20,137,0.125053203640544
21,137,0.305327937632965
23,137,-0.0458284441139009
32,137,-0.0605981789298926
39,137,0.0546394532107435
41,137,0.0644830476070131
50,137,-0.00652545102867105
57,137,0.0106979386666763
59,137,0.12748478730977
63,137,-0.00885958551475874
81,137,0.0508587421402043
88,137,0.0364785957283349
89,137,0.0181003597888666
100,137,0.0199122269855254
107,137,0.0570356748270686
117,137,0.0200101296483604
118,137,0.110989778306367
123,137,0.0511765851572579
133,137,0.120279535744887
42,138,-0.0294290833353569
54,138,0.0135848142414623
56,138,0.0887931776472206
67,138,0.00697253858810851
76,138,0.022882265122362
86,138,-0.0139351085617976
90,138,0.0359195318940857
93,138,0.0106003836665217
124,138,0.0508652096616435
21,140,0.298926506447066
55,140,0.0385670772321252
74,140,0.0492202567158278
96,140,0.186203767121975
7,142,-0.00799087168664198
20,142,-0.0950610714626603
39,142,-0.0314465752505075
59,142,-0.0034837833278791
74,142,0.182809675536957
75,142,0.0291568257655672
96,142,0.222282973943863
108,142,0.0267753340270523
131,144,0.26674066605258
3,145,0.0665723817883148
8,145,0.115426148490345
80,145,0.00237089460985679
101,145,0.00379078047043005
128,145,0.14749087777938
9,146,0.0104968065566715
20,146,0.0905675672447412
46,146,-0.0226399407869931
88,146,0.00943025554578261
124,146,0.106849566037315
4,147,-0.0756735590458612
20,147,-0.0932866791210089
46,147,0.0855204871609367
22,148,0.0390395811256769
1,149,0.0694024505967284
2,149,0.0128737156941132
7,149,0.0418663409344824
12,149,-0.0205451991128976
18,149,-0.0517888714628067
20,149,0.0349098015847387
22,149,0.222651108714569
23,149,-0.0308554476734355
25,149,-0.0460965563828008
30,149,-0.0820382405000251
39,149,0.126122595320973
41,149,0.0928747443984243
42,149,0.0744122421048029
50,149,-0.0055507512252807
54,149,-0.0398333460801043
59,149,0.121619242215502
60,149,-0.0239778118134033
63,149,-0.101258384162973
81,149,0.171350424001219
88,149,0.00612889459966973
89,149,0.0867300512838221
93,149,-0.030039519265133
100,149,0.0771002327014434
107,149,0.0944781608125564
116,149,-0.0174972259463123
117,149,0.0748948227758246
123,149,0.0113088186426419
130,149,0.144467185968183
133,149,0.0443881948983423
137,149,0.274555020961535
142,149,-0.0288110356665994
148,149,0.0229854519817906
7,150,-0.0484150795705916
17,150,0.0211473140834799
9,151,0.00455187251721831
17,151,0.058110124749746
116,151,0.0363700343847376
17,152,0.00190441225726981
20,152,-0.0661394533850288
25,152,0.0494375496037528
63,152,0.0401792623582172
137,152,-0.0496326716094077
149,152,-0.0700176306247547
20,153,0.0118300006714717
9,154,0.0220179739866915
13,154,0.0277625614800304
42,154,-0.0109233967327661
54,154,0.0257615641942716
63,154,0.0332699908469683
67,154,0.101768912363694
90,154,0.093967727604959
93,154,0.0707454300619601
116,154,0.0226093516657251
138,154,0.195857580378096
149,154,-0.0187059380725346
13,155,0.0732584936367466
16,155,-0.0342919253297989
67,155,0.0170007509830729
93,155,0.145718751662431
116,155,0.143012250129068
127,155,0.0733861321523684
130,155,-0.157584437505776
146,155,0.044231563212054
4,156,0.0919138395468601
20,156,0.197874188563293
58,156,0.00203066978479638
64,156,0.0844879504792835
88,156,0.144026223251932
20,157,-0.0358099976996909
36,157,0.0478841870659223
75,157,0.0170257839247354
86,157,0.159603488176653
98,157,0.0835766767346894
137,157,-0.0442750889436514
25,158,-0.0123539019971154
111,158,0.0616544059662799
117,158,0.115242640490529
20,159,-0.0698915132886717
39,159,-0.00189945864761895
81,159,-0.00312290319045455
102,159,0.0046619966109121
108,159,0.0603845802768362
116,159,0.0228891588921798
118,159,-0.00109466842494502
4,160,-0.0560675005145994
20,160,-0.0592536308245701
35,160,0.020442725802382
12,161,0.0023427545457711
51,161,0.270697000365505
73,161,0.0983439500820885
79,161,0.00327072296576189
103,161,0.00408667629635104
109,161,0.0203963503767931
129,161,0.15242015502072
131,161,0.122610562111428
93,162,-0.0183024696056232
104,162,0.0532929382532349
16,163,0.0397805071857316
54,163,-0.00796792823995474
56,163,-0.0095063742953809
93,163,-0.0645576879330516
130,163,0.0743793989004709
155,163,-0.00931738865388257
59,164,0.0104076339774805
89,164,0.0670011084155752
137,164,0.114432147831289
149,164,0.100127364288274
21,165,0.0224912228351573
103,165,0.00608806856358052
107,165,0.0192402221466894
129,165,0.386717232497825
137,165,0.0426312926231064
150,165,-0.00529356758552404
158,165,0.00704360210551691
4,166,0.121284103119287
19,166,-0.0167064056681054
84,167,0.452926874527929
117,168,0.0603465318586638
158,168,0.0891614349412085
16,169,0.0962023473176688
155,169,-0.0106557828967603
16,170,0.0176475947500113
136,170,0.0515254949599911
7,171,-0.0417340610961404
17,171,0.0322893031260213
25,171,0.0120978692363757
137,171,-0.0337387971773367
149,171,-0.0547835964061966
150,171,0.0111086189805169
151,171,0.0221467160048704
2,172,0.0246166349448024
38,172,0.174105472162249
22,174,0.197870109795762
122,174,0.0733591634043217
148,174,0.144890682947492
149,174,0.368408535887589
165,174,0.0387108772538058
70,175,0.127843689029798
127,175,0.0477428684683106
146,175,0.252384835555479
4,176,-0.0138739195062834
7,176,-0.111786844849778
20,176,-0.0440606575128334
25,176,0.0123599114685058
26,176,0.0198452282975947
121,176,0.0171675608074307
165,176,-0.0124017164019873
24,177,0.453363358565865
29,177,0.0940676069797146
73,178,0.081292762551597
74,178,0.0207940696322081
79,178,0.000326813406659299
87,178,0.394521150845865
20,179,-0.0223931155584757
36,179,0.231904744961931
55,179,0.0334187927409704
98,179,0.153920829850745
157,179,0.174648760751488
68,180,0.000354378018587759
108,180,0.425971906652025
54,181,-0.0306338629504188
57,181,0.176799102408173
137,181,0.0114882779110644
149,181,0.0461983196467513
81,182,0.498071087539029
87,182,0.288129277912
178,182,0.0831183505964448
20,183,-0.00107361516890744
74,183,0.0515896669185212
108,183,0.0163840129346837
110,183,0.467399702418413
118,183,-0.0171924291551701
7,184,0.0455603909038038
20,184,0.000230306304706829
22,184,0.0686278351769269
59,184,0.0170011035358041
133,184,0.0330279859820341
137,184,0.232259319369878
149,184,0.112991204085765
158,184,0.0103204250289134
164,184,0.0310805184940306
21,185,0.219108901772276
55,185,0.215520691680328
81,185,0.0825126677283846
96,185,0.00196818352701122
137,185,0.0699050779870155
140,185,0.0252854847259435
182,185,0.0995909942216007
3,186,0.240926304454184
8,186,0.114248781412884
20,186,0.0959896877595499
33,186,0.088808871955425
80,186,0.0634303006011843
94,186,0.0797362315245131
7,187,-0.0170954465048052
63,187,0.023727893775664
67,187,0.033692353462873
90,187,0.0408513097233152
114,187,0.0510826313177027
137,187,-0.0385759116326715
149,187,-0.069316372848572
150,187,0.0463884805912672
25,188,0.028731032109645
58,188,-0.00442529075778864
63,188,0.00545291262731681
90,188,0.0380325124989767
149,188,-0.0110176860284073
171,188,0.026650749209098
18,189,0.0704560755283591
53,189,0.0163233981448375
79,189,0.0324364408904348
161,189,0.0446162213887219
111,190,0.0493675008607033
158,190,0.0882087540809313
165,190,0.0476205094395194
176,190,-0.0181650488232023
184,190,0.00530482552461639
11,191,0.0494224972876355
26,191,0.0278443076673666
35,191,0.0130893962524715
121,191,0.0476157461005492
7,192,-0.0940889842409645
9,192,0.23134470937494
17,192,0.00265040298543592
26,192,0.0225186620590201
150,192,0.0492098128421537
176,192,0.0146325995858368
6,193,0.0459375694566442
41,193,0.0253121013068687
57,193,0.0438745673198558
65,193,0.052505358509833
118,193,0.00619824142689751
137,193,0.0205200411580796
149,193,0.12942955251941
181,193,0.0336943784929834
2,195,0.0272732826115874
7,195,0.0286373309155126
119,195,0.185545123513902
7,196,0.0541101195083753
37,196,0.224774941079772
137,196,0.0218316578291737
149,196,0.0293038601520194
1,197,0.0102861974074216
7,197,0.0513649952313135
41,197,0.0273044251445904
57,197,0.092842111335574
118,197,0.11868728335829
123,197,0.0253244821262255
133,197,0.047028639481582
137,197,0.0924369964419227
149,197,0.0533929230382138
181,197,0.0811276178627633
189,197,0.181547480540972
193,197,0.00737479984270983
178,198,0.00779518970800058
88,199,0.00351226451899544
146,199,0.022906101510281
2,200,0.0516149759447163
6,200,0.0879777190307527
14,200,-0.00156933399254633
32,200,-0.0106862236154194
39,200,0.00182179924801681
41,200,0.0413276045668562
57,200,0.151011855130292
81,200,0.00397739782109022
88,200,0.00506832864552392
118,200,0.0882338463227898
123,200,0.0134253544214935
137,200,0.0913845536917244
149,200,0.0132417762758886
159,200,-0.0329632696220305
181,200,0.037873434282584
193,200,0.0940733147537806
197,200,0.0305197224763122
124,201,0.0332421324026423
138,201,0.0279035998635908
10,202,0.00131429912108794
28,202,0.0598672136038517
44,202,0.180326313554676
50,202,0.104678986560247
66,202,0.020095040102963
77,202,0.295982017626831
100,202,-0.0126740978585496
9,204,0.00429847294244484
16,204,-0.0310963651969827
56,204,0.125439586150956
76,204,0.151364551073013
124,204,0.170189171710134
136,204,-0.0140619985543291
138,204,0.217997782211909
141,204,-0.0293062550242194
146,204,0.204481041900141
155,204,0.142187657714949
166,204,0.0492296690956839
169,204,-0.0173009455454509
170,204,-0.0224207933422418
201,204,0.14551767602145
28,205,0.145234411152397
44,205,0.0633209896680385
66,205,0.053353904322454
77,205,0.0609511853619387
100,205,-0.0456811591292634
105,205,0.229982853578579
202,205,0.00847231923665412
4,206,0.329873624075705
20,206,0.107853263125955
69,206,0.019477639711318
88,206,0.00315020934885299
199,206,6.13663130988318e-05
29,207,0.0969625652876308
48,207,0.169022030275974
95,207,0.216200558085723
113,207,0.126224648212794
8,208,0.0395422183301631
39,208,-0.00981467967488378
80,208,0.00817800727163959
101,208,0.0960557795458218
123,208,-0.0010519498204703
128,208,0.186010255807142
137,208,-0.103534559740094
142,208,0.0134424821993958
145,208,0.0886866995003847
149,208,-0.0662767322286602
4,209,0.0893990825824215
5,209,0.0168399358657011
15,209,0.0100411445185543
20,209,0.196866234113036
58,209,0.0106148902849271
62,209,0.0391143825958098
64,209,0.0469579314537581
78,209,0.400229673641569
88,209,0.0282019870137564
137,209,0.00120691969781886
156,209,0.0498093364185595
199,209,0.0461888876822283
206,209,0.0346698070518056
59,210,0.123644118526537
180,210,0.235017288761667
11,211,0.0433087600137519
15,211,0.0244213914774979
16,211,0.0797312459086722
26,211,0.202440438436023
27,211,0.14212164472863
121,211,0.155400793876665
130,211,0.0399604464197181
135,211,0.0340154707445193
163,211,0.011504132726703
191,211,0.0890510740584881
59,212,0.186521108795234
68,212,0.0719108886722579
83,212,0.592170721944965
2,213,0.0284006703529836
38,213,0.190060937585277
72,213,0.136465564783332
120,213,0.0908317274862264
173,213,-0.0590024322944815
39,214,0.430066334462325
98,214,0.155995966127357
179,214,0.0596798075063994
11,215,0.032103422350936
121,215,0.0344207022581665
211,215,0.128620958474682
90,216,-0.0400684988755154
93,216,-0.0226292697296523
111,216,0.0765679880754066
130,216,0.000491261434076629
150,216,-0.0264950036113346
18,217,0.27140581833482
53,217,0.0108405131506241
57,217,0.0229360346319186
161,217,0.00971539033942156
198,217,0.0720070405623911
70,218,0.0140960383410039
15,219,0.0763620158519355
47,219,0.0805039175312796
211,219,0.0542799798620558
3,220,0.120546822565228
8,220,0.127953163912117
80,220,0.0339349773048693
101,220,0.0352906340996166
128,220,0.0844307470034521
145,220,0.118468492825145
186,220,0.0933913918633224
208,220,0.0466867816635843
20,221,-0.111318100779016
107,221,-0.0118555071481635
137,221,-0.0329317804275375
165,221,-0.0376691589471149
7,222,0.0252857703791243
25,222,-0.0364509037309625
63,222,-2.95434460727828e-05
90,222,-0.1408158264165
137,222,0.0360025129800592
149,222,0.135884009942569
158,222,0.0195561662983441
164,222,0.0626586977133571
197,222,0.0696940800938838
216,222,0.0074542844653413
18,223,0.0607964161184219
30,223,0.0575216518213924
54,223,0.202335098740311
63,223,0.0900213345218695
90,223,0.0349900550082154
130,223,-0.0139897012841915
188,223,0.0275121607461253
7,224,-0.00254365277159033
20,224,-0.121057168979615
133,224,0.232008315483983
137,224,-0.0808946099671841
149,224,-0.0413742431510143
7,225,0.00111385117648521
20,225,0.00385001406526889
81,225,0.0269108234127884
88,225,0.00280123859519457
137,225,0.0772280403342943
142,225,-0.00421242888734086
208,225,-0.053296165540878
28,226,-0.00592400820985778
109,226,0.0015969524830482
9,227,0.0195416036026893
42,227,-0.0051222219785643
54,227,0.0810296846956296
63,227,0.0560092351557819
90,227,0.115888093989538
116,227,0.00695044512093396
130,227,-0.00656040560091045
138,227,0.19384766229318
149,227,-0.0239410478571783
154,227,0.183175109242244
163,227,-0.0108498635902963
208,227,0.00510736050193988
223,227,0.0657838771336798
111,228,0.00815685652554862
117,228,0.118950718595029
158,228,0.122880977041952
190,228,0.0271039766223291
226,228,0.00209854846582286
153,229,-0.0988645638929673
80,230,0.147260966661362
84,230,0.0385391454418537
167,230,0.321233365905292
2,231,0.0115751660357696
7,231,0.0137972878065207
41,231,0.0997263576549751
57,231,0.0424789016584209
65,231,0.0511281747549009
118,231,0.0476222897042144
137,231,0.0374711510417819
149,231,0.00208329057945594
181,231,0.00538150123468692
193,231,0.0648426211050243
197,231,0.146302240040598
200,231,0.120549834122676
3,232,0.077317239081359
8,232,0.124174772257815
80,232,0.00522870814066712
92,232,0.0119091625925447
101,232,0.0319079043454107
128,232,0.0402371421993189
145,232,0.0496585874224665
186,232,0.0569520040181961
208,232,0.0576009457266189
220,232,0.127902591909323
20,233,0.00691865515379902
69,233,0.0255785886474052
137,233,0.00883800032047055
36,234,0.0958348163171875
79,234,0.00170462720103579
98,234,0.0920463661317199
179,234,0.17912225866512
214,234,0.323520753494026
7,235,-0.0240635270614517
78,235,0.10353126203282
149,235,-0.044704368394239
25,236,0.00435159243058519
124,236,0.00425591576508702
152,236,0.116576452591064
6,237,0.00228359310077844
7,237,0.0408628536549937
14,237,-0.0407280751234898
32,237,-0.0221972316514994
57,237,0.0299984218321372
118,237,0.127409906271848
133,237,0.0368484778019735
137,237,0.146044769541103
159,237,-0.0275087096593451
164,237,0.0323961429771566
193,237,0.0790478680921971
197,237,0.00704207476336285
200,237,0.052346324141124
231,237,0.0174687243964767
22,238,0.139528834122581
75,238,0.0516392103698583
165,238,0.187720300901324
174,238,0.228290777491275
184,238,0.0520681925409436
7,239,0.220083961746179
107,239,0.0446803402891745
165,239,0.0387706925205387
180,239,0.357895493783231
190,239,0.0174085171204408
221,239,-0.0101724084893994
42,240,0.0148813535794123
59,240,0.0157481323700351
63,240,-0.0886806830564566
93,240,-0.00625250735382477
111,240,0.0749633491504176
130,240,0.223012281922669
162,240,0.0197424918034297
163,240,0.0416879911502258
210,240,0.000795717800535944
223,240,-0.0352260258182901
18,241,0.0618059671902453
30,241,0.0100397127445938
198,241,0.276559390531633
200,241,0.170496328660991
217,241,0.00886650072697265
20,243,-0.0485235464939023
38,243,0.00278834079510687
72,243,0.469287622317733
137,243,-0.0084901010393886
172,243,0.0462329054046443
20,244,-0.0518390436583992
79,244,0.0051102139832721
137,244,-0.0281177973961597
193,244,0.22458914536531
198,244,0.0199568815551408
217,244,0.0390723444927044
150,245,0.00632396148321732
54,246,0.047342460390629
56,246,0.0696787121719857
223,246,0.00152521879304499
44,247,0.096396167754767
49,247,0.0100680191582552
50,247,0.0127063410929796
54,247,0.0044165935512667
97,247,0.109257805691745
7,248,-0.0181621009616114
150,248,0.0382462631975311
171,248,0.0705451475929294
20,249,-0.111369779892947
73,249,0.00178820043475889
74,249,0.00802157686025171
137,249,-0.02173484745579
149,249,-0.0516218566668318
178,249,0.0295459626603283
225,249,0.393163720080338
14,250,0.0755702194712148
52,250,0.0457765634286662
97,250,0.389637142953424
112,250,0.0521724499429785
125,250,0.0845696109685186
126,250,0.137498459512144
134,250,0.122782861596808
164,250,-0.00242384941067394
111,251,0.0452068945584599
115,251,0.0113852710662325
158,251,0.0697334653410788
190,251,0.200278142401247
7,252,-0.0110696263814979
116,252,0.0016716433290862
187,252,0.0114502469375833
1,253,0.0678543841919538
6,253,0.0444047304833732
41,253,0.006710440783812
93,253,-0.0101157969616706
154,253,-0.00975285247315189
32,254,0.12123486769922
40,254,0.00680516373661508
44,254,0.24086326528581
50,254,0.155331384651968
92,254,0.116490994619681
247,254,0.0243859811331799
68,255,0.0369744434995185
30,256,0.0931939984655844
147,256,0.00920881762571396
24,257,0.0375964763287011
32,257,0.059234315131388
34,257,0.0626029441677744
40,257,0.302468159930096
10,258,0.0825843851333673
30,258,0.0931722568146765
44,258,0.124242648216744
66,258,0.316122540054723
77,258,0.327023133840592
104,258,-0.00186984847802329
105,258,0.220388833295297
111,258,-0.0251123637895676
202,258,0.0483445949468448
205,258,0.0909819632832708
4,259,-0.00463559238045547
18,259,0.0197755030765429
20,259,-0.0204094505429005
30,259,0.0496479436302557
59,259,-0.0207831655577848
188,259,0.00612198579978665
221,259,0.0421383785216629
223,259,0.0601052486375417
1,260,0.26735167453027
18,260,0.0205017145271031
20,260,-0.159844317541328
79,260,0.011584043451118
88,260,-0.00354346041510747
109,260,0.0688564017818975
137,260,-0.042038203978625
14,261,0.172437679877953
40,261,0.0603369731283701
62,261,-0.00341137007143688
112,261,0.2596459971305
126,261,0.148736144038767
200,261,-0.0149358804044258
11,262,0.0288143806350884
27,262,0.101214013827452
43,262,0.0273737774684938
121,262,0.0702997795853782
191,262,0.123936688947473
211,262,0.184398783209461
240,262,0.084973147535194
14,263,0.329220287457285
34,263,0.00831729646889484
49,263,0.0331945613229299
52,263,0.0932332931154042
82,263,0.120117945266179
97,263,0.235314721979902
134,263,0.160962763633845
15,264,0.176154207373893
62,264,0.0424867002223663
78,264,0.0264136290389799
209,264,0.0201188141617494
219,264,0.0322347995858815
7,265,-0.046001454371231
47,265,0.0183546203688171
150,265,0.0281091224623259
165,265,-0.0710375623929295
4,266,-0.00850296513295346
18,266,0.032708557942031
20,266,-0.159993291187594
46,266,0.000615080754554798
137,266,-0.00199036297140073
222,266,0.211338762344501
6,267,0.0100169033539942
195,267,0.038248809815749
231,267,0.0116217862688201
7,268,-0.0149095027333073
78,268,0.0167487347146618
165,268,-0.0224097525563067
18,269,0.00949645177128286
20,269,-0.0452424035606868
79,269,0.0921752776765494
109,269,0.0552536694664162
189,269,0.0774049069550458
198,269,0.0262610468975639
217,269,0.0199547690963859
231,269,0.147105825314533
31,270,0.0113204106570642
102,270,0.0477873712163734
115,270,0.150759032177115
240,270,0.01338573649448
31,272,0.0712794055465812
102,272,0.0892700051615456
111,272,0.0553817666295003
160,272,0.00904926754391122
240,272,0.00118686726451828
270,272,0.0211933657847043
152,273,0.0142818847507594
211,273,0.000788560363782803
248,273,0.0258941507599403
146,274,-0.0121399096171471
147,274,0.0257579712165813
204,274,-0.0079900947824087
256,274,0.0463639528976486
10,275,0.0403741648219857
30,275,0.0784295552460995
53,275,0.163310622937958
59,275,-0.0177061559318044
68,275,0.00972505743583182
73,275,0.11601387431385
74,275,0.0965894065231819
79,275,0.423115815343864
109,275,0.0751604335465177
130,275,-0.0240712404260436
131,275,0.0191614463616731
161,275,0.03377413628909
178,275,0.017331465229962
189,275,0.0509982179510951
198,275,0.0298459235264455
234,275,0.00801767400135472
244,275,0.0275106694351484
249,275,0.0422023946815578
269,275,0.0832886190032056
67,276,0.0168598135011928
146,276,0.0714456173953202
155,276,0.0228425722752883
9,277,0.0748585673636219
17,277,0.0566497078086373
70,277,0.0620004073494879
130,277,-0.0327777120638129
151,277,0.0158969523075198
175,277,0.0212424846373561
192,277,0.0304275720982552
218,277,0.00216620544209414
15,278,0.00579256090331845
62,278,0.0634381484191419
9,279,0.0628304335792816
17,279,0.0110782253645068
127,279,0.124175850469097
146,279,0.202240483869971
175,279,0.00669655068620778
276,279,0.00883565774774878
18,280,0.0257457737966173
54,280,0.052115892330423
56,280,0.0528366324281872
63,280,0.0393645107331708
223,280,0.0829282741957981
240,280,-0.0288776604736345
20,281,0.0574494302999079
124,281,0.0422953417069931
146,281,0.0361774994179749
187,281,0.489908880757562
3,282,0.0358067824676407
5,282,0.115704531618097
20,282,0.317191008842207
94,282,0.0126710841305018
186,282,0.249178465065267
232,282,0.00609827462964446
264,282,0.00658024186586662
274,282,-0.0091629798956836
278,282,0.0512362220154589
60,283,0.0380504858161997
88,283,0.354808946888245
278,283,0.0204821389848632
282,283,0.079117208902162
158,284,0.083616374964247
204,284,-0.0222128347618135
240,284,0.0237520628110957
251,284,0.00439123231338978
270,284,0.00632177027411701
272,284,0.010479982218228
135,285,0.0216317628953891
210,285,0.0135704724003975
211,285,0.0319181493269579
262,285,0.0200646882177056
146,286,-0.0146752922371923
20,287,-0.0282935417869707
23,287,0.0283270954998181
259,287,0.00302303609752963
78,288,0.0989550687055032
233,288,0.656516212858395
25,289,0.0139082098835826
150,289,0.134973755948081
151,289,0.00238036960992577
171,289,0.0970712901417019
248,289,0.111657984565342
273,289,0.0204757225542382
